CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Code,RFM_Total,Segment,FirstPurchaseDate,LastPurchaseDate,UnitsPurchased,ActiveLifespanDays,AverageOrderValue
17678,264,2,599.76,2,2,2,222,6,Hibernating,2010-04-15 13:54:00,2011-03-21 11:52:00,368,340,299.88
17679,53,7,3577.61,4,4,5,445,13,Champions,2009-12-03 17:32:00,2011-10-18 07:43:00,1755,684,511.087142857
17680,24,3,497.45,4,3,2,432,9,Potential Loyalists,2010-07-16 16:07:00,2011-11-16 12:42:00,155,488,165.816666667
17681,598,5,731.2,1,4,3,143,8,At Risk,2010-01-15 11:53:00,2010-04-21 17:22:00,450,96,146.24
17682,11,11,4065.28,5,5,5,555,15,Champions,2010-03-08 09:49:00,2011-11-29 15:59:00,2281,631,369.570909091
17683,386,3,819.01,2,3,3,233,8,At Risk,2010-06-03 17:15:00,2010-11-19 10:11:00,781,169,273.003333333
17684,44,1,239.41,4,1,1,411,6,Promising,2011-10-27 11:10:00,2011-10-27 11:10:00,145,0,239.41
17685,17,12,5490.65,5,5,5,555,15,Champions,2010-02-11 13:44:00,2011-11-23 11:36:00,3523,650,457.554166667
17686,8,9,8296.81,5,5,5,555,15,Champions,2010-06-24 09:49:00,2011-12-02 15:39:00,3583,526,921.867777778
17687,421,1,432.68,1,1,2,112,4,Lost,2010-10-15 12:30:00,2010-10-15 12:30:00,210,0,432.68
17688,394,1,304.2,2,1,2,212,5,Hibernating,2010-11-11 10:41:00,2010-11-11 10:41:00,114,0,304.2
17689,389,2,317.08,2,2,2,222,6,Hibernating,2010-08-22 13:54:00,2010-11-16 13:22:00,300,86,158.54
17690,31,20,6999.9,4,5,5,455,14,Champions,2010-02-03 14:26:00,2011-11-09 15:17:00,2944,644,349.995
17691,359,4,637.55,2,3,3,233,8,At Risk,2010-06-11 11:50:00,2010-12-16 17:20:00,315,188,159.3875
17692,128,12,2960.44,3,5,5,355,13,Loyal Customers,2010-06-17 11:14:00,2011-08-04 14:01:00,2290,413,246.703333333
17693,138,1,200.47,3,1,1,311,5,Need Attention,2011-07-25 15:48:00,2011-07-25 15:48:00,231,0,200.47
17694,142,3,1695.97,3,3,4,334,10,Promising,2010-05-26 08:27:00,2011-07-21 12:00:00,1493,421,565.323333333
17695,132,5,1746.04,3,4,4,344,11,Loyal Customers,2010-01-28 09:27:00,2011-07-31 10:40:00,1809,549,349.208
17696,39,27,7679.59,4,5,5,455,14,Champions,2009-12-10 17:09:00,2011-11-01 13:43:00,5891,691,284.429259259
17697,237,1,338.95,2,1,2,212,5,Hibernating,2011-04-17 15:40:00,2011-04-17 15:40:00,93,0,338.95
17698,261,1,154.95,2,1,1,211,4,Hibernating,2011-03-24 11:34:00,2011-03-24 11:34:00,93,0,154.95
17699,477,2,442,1,2,2,122,5,Lost,2010-05-27 11:53:00,2010-08-20 09:39:00,208,85,221
17700,17,14,6679.97,5,5,5,555,15,Champions,2009-12-01 11:37:00,2011-11-23 11:51:00,3469,722,477.140714286
17701,253,1,417.95,2,1,2,212,5,Hibernating,2011-04-01 12:25:00,2011-04-01 12:25:00,109,0,417.95
17702,31,6,3144.04,4,4,5,445,13,Champions,2010-11-04 12:09:00,2011-11-09 16:03:00,2153,370,524.006666667
17703,36,4,1094.84,4,3,3,433,10,Potential Loyalists,2010-10-17 16:16:00,2011-11-04 15:51:00,897,383,273.71
17704,169,2,885.19,3,2,3,323,8,Promising,2011-04-14 09:28:00,2011-06-24 09:40:00,343,71,442.595
17705,4,11,2083.9,5,5,4,554,14,Champions,2010-05-12 09:47:00,2011-12-06 13:45:00,1301,573,189.445454545
17706,5,31,20272.15,5,5,5,555,15,Champions,2010-01-19 12:13:00,2011-12-05 13:34:00,7824,685,653.940322581
17707,186,8,609.3,3,4,3,343,10,Loyal Customers,2009-12-07 12:19:00,2011-06-07 15:03:00,546,547,76.1625
17708,188,4,887.93,2,3,3,233,8,At Risk,2010-10-12 12:13:00,2011-06-05 10:12:00,388,236,221.9825
17709,170,5,671.01,3,4,3,343,10,Loyal Customers,2010-04-15 14:48:00,2011-06-23 11:55:00,295,434,134.202
17710,424,1,293.5,1,1,2,112,4,Lost,2010-10-12 07:49:00,2010-10-12 07:49:00,158,0,293.5
17711,11,2,385.1,5,2,2,522,9,Potential Loyalists,2011-02-23 11:32:00,2011-11-29 11:40:00,246,279,192.55
17712,45,1,522.91,4,1,2,412,7,Promising,2011-10-26 12:28:00,2011-10-26 12:28:00,215,0,522.91
17713,383,4,1198.09,2,3,3,233,8,At Risk,2010-06-09 09:33:00,2010-11-22 16:50:00,989,166,299.5225
17714,321,5,1410.18,2,4,4,244,10,At Risk,2010-07-14 10:41:00,2011-01-23 10:32:00,608,193,282.036
17715,201,2,489.6,2,2,2,222,6,Hibernating,2010-04-26 12:17:00,2011-05-23 12:32:00,576,392,244.8
17716,23,24,15956.97,4,5,5,455,14,Champions,2009-12-02 17:18:00,2011-11-17 12:00:00,8819,715,664.87375
17717,422,1,376.92,1,1,2,112,4,Lost,2010-10-14 12:54:00,2010-10-14 12:54:00,344,0,376.92
17718,233,2,439.18,2,2,2,222,6,Hibernating,2010-03-05 08:01:00,2011-04-21 13:39:00,274,412,219.59
17719,38,15,5396.04,4,5,5,455,14,Champions,2011-03-29 11:29:00,2011-11-02 10:36:00,2466,218,359.736
17720,27,10,2666.91,4,5,4,454,13,Champions,2010-05-10 09:58:00,2011-11-13 15:04:00,1589,552,266.691
17721,660,1,307.21,1,1,2,112,4,Lost,2010-02-18 15:18:00,2010-02-18 15:18:00,107,0,307.21
17722,97,5,3520.22,3,4,5,345,12,Loyal Customers,2010-11-29 09:44:00,2011-09-04 15:22:00,2412,279,704.044
17723,128,7,3378.4,3,4,5,345,12,Loyal Customers,2010-11-29 10:35:00,2011-08-04 18:37:00,912,248,482.628571429
17724,72,3,1033,3,3,3,333,9,Promising,2011-07-24 13:26:00,2011-09-29 15:26:00,300,67,344.333333333
17725,17,11,3439.08,5,5,5,555,15,Champions,2011-03-17 19:47:00,2011-11-23 16:34:00,2162,251,312.643636364
17726,396,7,1092.06,2,4,3,243,9,At Risk,2010-01-26 14:58:00,2010-11-09 13:37:00,444,287,156.008571429
17727,16,1,1060.25,5,1,3,513,9,New Customers,2011-11-24 17:06:00,2011-11-24 17:06:00,645,0,1060.25
17728,4,5,4238.76,5,4,5,545,14,Champions,2010-09-12 14:58:00,2011-12-06 08:52:00,2146,450,847.752
17729,597,1,438.65,1,1,2,112,4,Lost,2010-04-22 15:03:00,2010-04-22 15:03:00,247,0,438.65
17730,4,20,7773.8,5,5,5,555,15,Champions,2010-04-29 11:48:00,2011-12-06 15:43:00,5300,586,388.69
17731,80,6,1708.99,3,4,4,344,11,Loyal Customers,2010-02-09 12:37:00,2011-09-21 15:02:00,707,589,284.831666667
17732,373,8,2166.42,2,4,4,244,10,At Risk,2010-08-09 08:41:00,2010-12-02 09:29:00,1058,115,270.8025
17733,39,2,692.19,4,2,3,423,9,Potential Loyalists,2011-03-23 09:54:00,2011-11-01 08:16:00,463,223,346.095
17734,54,6,1442.32,4,4,4,444,12,Champions,2010-03-07 13:55:00,2011-10-17 12:33:00,741,589,240.386666667
17735,3,26,16790.33,5,5,5,555,15,Champions,2010-07-30 13:25:00,2011-12-07 16:47:00,10683,495,645.781923077
17736,10,3,377.44,5,3,2,532,10,Potential Loyalists,2011-08-18 14:33:00,2011-11-30 15:36:00,238,104,125.813333333
17737,10,2,168.24,5,2,1,521,8,Potential Loyalists,2011-10-12 14:42:00,2011-11-30 15:16:00,108,49,84.12
17738,20,13,4183.56,5,5,5,555,15,Champions,2010-03-19 10:07:00,2011-11-20 15:05:00,2776,611,321.812307692
17739,12,18,7730.59,5,5,5,555,15,Champions,2009-12-07 10:48:00,2011-11-28 09:12:00,2335,721,429.477222222
17740,390,6,426.9,2,4,2,242,8,At Risk,2010-01-11 13:11:00,2010-11-15 16:33:00,222,308,71.15
17741,407,2,101.1,2,2,1,221,5,Hibernating,2010-05-28 12:11:00,2010-10-29 11:59:00,114,154,50.55
17742,114,11,2098.48,3,5,4,354,12,Loyal Customers,2009-12-01 13:16:00,2011-08-18 15:28:00,653,625,190.770909091
17743,449,1,229.2,1,1,1,111,3,Lost,2010-09-17 14:54:00,2010-09-17 14:54:00,96,0,229.2
17744,4,7,2649.14,5,4,4,544,13,Champions,2010-11-24 09:34:00,2011-12-06 12:11:00,3826,377,378.448571429
17745,478,2,600.34,1,2,2,122,5,Lost,2010-06-02 09:03:00,2010-08-19 12:30:00,164,78,300.17
17746,241,4,904.18,2,3,3,233,8,At Risk,2010-04-08 12:54:00,2011-04-13 14:31:00,688,370,226.045
17747,113,1,71.4,3,1,1,311,5,Need Attention,2011-08-19 08:13:00,2011-08-19 08:13:00,12,0,71.4
17748,528,1,358.15,1,1,2,112,4,Lost,2010-06-30 13:49:00,2010-06-30 13:49:00,111,0,358.15
17749,179,3,1026.18,3,3,3,333,9,Promising,2010-06-11 14:56:00,2011-06-14 15:45:00,446,368,342.06
17750,6,9,1781.28,5,5,4,554,14,Champions,2011-06-28 15:44:00,2011-12-04 14:09:00,3906,159,197.92
17751,422,1,157.86,1,1,1,111,3,Lost,2010-10-14 13:57:00,2010-10-14 13:57:00,147,0,157.86
17752,360,1,80.64,2,1,1,211,4,Hibernating,2010-12-15 16:19:00,2010-12-15 16:19:00,192,0,80.64
17753,465,4,390.56,1,3,2,132,6,At Risk,2010-01-06 14:20:00,2010-09-01 15:49:00,128,238,97.64
17754,1,13,4577.53,5,5,5,555,15,Champions,2009-12-11 15:52:00,2011-12-09 11:20:00,4441,728,352.117692308
17756,376,3,733.7,2,3,3,233,8,At Risk,2010-11-10 12:54:00,2010-11-29 12:20:00,400,19,244.566666667
17757,2,56,9126.05,5,5,5,555,15,Champions,2010-01-13 15:56:00,2011-12-08 15:31:00,5022,694,162.965178571
17758,20,12,5012.53,5,5,5,555,15,Champions,2010-05-20 13:18:00,2011-11-20 14:45:00,3236,549,417.710833333
17759,18,5,1275.66,5,4,4,544,13,Champions,2010-05-05 11:40:00,2011-11-22 16:02:00,975,566,255.132
17760,22,6,746.39,4,4,3,443,11,Loyal Customers,2010-02-28 12:15:00,2011-11-18 10:56:00,531,628,124.398333333
17761,33,1,712.78,4,1,3,413,8,Promising,2011-11-07 10:23:00,2011-11-07 10:23:00,398,0,712.78
17762,457,1,129.75,1,1,1,111,3,Lost,2010-09-09 17:40:00,2010-09-09 17:40:00,129,0,129.75
17763,264,4,86.15,2,3,1,231,6,At Risk,2010-02-18 14:32:00,2011-03-21 14:25:00,41,396,21.5375
17764,51,5,1623.64,4,4,4,444,12,Champions,2009-12-03 14:28:00,2011-10-20 11:03:00,729,686,324.728
17765,159,4,530.8,3,3,2,332,8,Need Attention,2010-09-17 12:45:00,2011-07-04 12:41:00,197,290,132.7
17766,382,2,299.61,2,2,2,222,6,Hibernating,2010-11-23 14:17:00,2010-11-23 14:29:00,155,0,149.805
17767,16,2,413.05,5,2,2,522,9,Potential Loyalists,2010-10-25 16:22:00,2011-11-24 14:42:00,198,395,206.525
17768,9,7,3509.51,5,4,5,545,14,Champions,2009-12-02 12:26:00,2011-12-01 13:22:00,2433,729,501.358571429
17769,13,17,7103.08,5,5,5,555,15,Champions,2010-01-19 11:33:00,2011-11-27 11:18:00,3176,677,417.828235294
17770,199,5,1143.27,2,4,3,243,9,At Risk,2011-03-02 13:35:00,2011-05-25 12:34:00,365,84,228.654
17771,57,4,386.93,4,3,2,432,9,Potential Loyalists,2010-04-29 13:21:00,2011-10-14 11:43:00,369,533,96.7325
17772,11,3,384.77,5,3,2,532,10,Potential Loyalists,2010-11-12 11:31:00,2011-11-29 11:05:00,122,382,128.256666667
17773,515,2,585.27,1,2,2,122,5,Lost,2010-01-18 14:32:00,2010-07-13 14:07:00,260,176,292.635
17774,97,9,3327.05,3,5,5,355,13,Loyal Customers,2010-02-08 16:06:00,2011-09-04 12:49:00,1607,573,369.672222222
17775,255,1,56.4,2,1,1,211,4,Hibernating,2011-03-30 10:50:00,2011-03-30 10:50:00,72,0,56.4
17776,387,2,337.3,2,2,2,222,6,Hibernating,2009-12-16 14:59:00,2010-11-18 12:14:00,274,337,168.65
17777,25,3,665.86,4,3,3,433,10,Potential Loyalists,2011-08-31 14:35:00,2011-11-15 12:02:00,507,76,221.953333333
17778,662,1,197.7,1,1,1,111,3,Lost,2010-02-16 12:44:00,2010-02-16 12:44:00,214,0,197.7
17779,22,3,658.57,4,3,3,433,10,Potential Loyalists,2011-07-19 12:19:00,2011-11-18 14:15:00,397,122,219.523333333
17780,668,3,352.91,1,3,2,132,6,At Risk,2010-01-24 11:21:00,2010-02-10 13:43:00,158,17,117.636666667
17781,160,2,188.02,3,2,1,321,6,Need Attention,2011-03-31 19:54:00,2011-07-03 16:00:00,34,94,94.01
17782,383,2,679.02,2,2,3,223,7,Hibernating,2010-11-22 10:03:00,2010-11-22 11:15:00,538,0,339.51
17783,73,3,379.91,3,3,2,332,8,Need Attention,2010-07-15 12:50:00,2011-09-28 16:07:00,439,440,126.636666667
17784,551,1,112.86,1,1,1,111,3,Lost,2010-06-07 16:08:00,2010-06-07 16:08:00,72,0,112.86
17785,54,3,403.38,4,3,2,432,9,Potential Loyalists,2010-05-23 13:01:00,2011-10-17 13:43:00,227,512,134.46
17786,86,2,278.74,3,2,1,321,6,Need Attention,2011-01-26 14:35:00,2011-09-15 12:51:00,200,232,139.37
17787,153,4,1865.19,3,3,4,334,10,Promising,2010-12-03 13:43:00,2011-07-10 11:24:00,910,219,466.2975
17788,74,2,1112.95,3,2,3,323,8,Promising,2011-08-02 10:38:00,2011-09-27 10:09:00,210,56,556.475
17789,282,2,397.15,2,2,2,222,6,Hibernating,2010-02-16 13:16:00,2011-03-03 13:14:00,199,380,198.575
17790,27,20,2783.61,4,5,4,454,13,Champions,2010-06-13 13:30:00,2011-11-13 11:30:00,1389,518,139.1805
17791,30,1,106.1,4,1,1,411,6,Promising,2011-11-10 12:09:00,2011-11-10 12:09:00,46,0,106.1
17792,468,2,370.05,1,2,2,122,5,Lost,2010-08-18 13:08:00,2010-08-29 14:30:00,151,11,185.025
17793,26,1,323.04,4,1,2,412,7,Promising,2011-11-14 14:24:00,2011-11-14 14:24:00,232,0,323.04
17794,687,2,147.3,1,2,1,121,4,Lost,2010-01-20 12:17:00,2010-01-22 10:18:00,46,2,73.65
17795,180,2,350.39,3,2,2,322,7,Need Attention,2011-03-20 12:02:00,2011-06-13 12:36:00,341,85,175.195
17796,41,7,1247.34,4,4,4,444,12,Champions,2010-10-14 13:37:00,2011-10-30 15:38:00,351,381,178.191428571
17797,23,8,1985.87,4,4,4,444,12,Champions,2009-12-15 14:30:00,2011-11-17 13:21:00,1090,702,248.23375
17798,582,1,177.19,1,1,1,111,3,Lost,2010-05-07 11:42:00,2010-05-07 11:42:00,140,0,177.19
17799,23,20,6341.89,4,5,5,455,14,Champions,2009-12-13 16:03:00,2011-11-17 15:16:00,3707,704,317.0945
17800,38,9,1198.01,4,5,3,453,12,Loyal Customers,2011-01-09 13:50:00,2011-11-02 12:57:00,735,297,133.112222222
17801,452,3,798.33,1,3,3,133,7,At Risk,2010-01-17 11:31:00,2010-09-14 14:32:00,838,240,266.11
17802,83,10,4952.92,3,5,5,355,13,Loyal Customers,2009-12-13 13:39:00,2011-09-18 14:56:00,2711,644,495.292
17803,393,1,184.66,2,1,1,211,4,Hibernating,2010-11-12 13:53:00,2010-11-12 13:53:00,98,0,184.66
17804,377,3,385.23,2,3,2,232,7,At Risk,2009-12-01 12:22:00,2010-11-28 14:01:00,195,362,128.41
17805,74,2,927.03,3,2,3,323,8,Promising,2010-04-08 14:36:00,2011-09-27 11:49:00,1126,537,463.515
17806,12,1,546.04,5,1,2,512,8,New Customers,2011-11-28 14:12:00,2011-11-28 14:12:00,727,0,546.04
17807,396,3,437.87,2,3,2,232,7,At Risk,2010-01-04 14:00:00,2010-11-09 16:21:00,262,309,145.956666667
17808,549,4,262.64,1,3,1,131,5,At Risk,2010-05-07 16:26:00,2010-06-09 10:44:00,143,33,65.66
17809,17,20,10085.89,5,5,5,555,15,Champions,2009-12-02 14:52:00,2011-11-23 12:59:00,2995,721,504.2945
17810,669,2,344.86,1,2,2,122,5,Lost,2010-01-25 10:26:00,2010-02-09 10:47:00,118,15,172.43
17811,5,47,9603.1,5,5,5,555,15,Champions,2010-09-20 11:24:00,2011-12-05 13:46:00,5326,441,204.321276596
17812,13,7,948.34,5,4,3,543,12,Loyal Customers,2010-06-27 13:34:00,2011-11-27 11:47:00,468,518,135.477142857
17813,15,5,1770.88,5,4,4,544,13,Champions,2011-09-29 15:57:00,2011-11-25 16:13:00,790,57,354.176
17814,376,2,1617.32,2,2,4,224,8,Hibernating,2010-10-13 14:03:00,2010-11-29 14:21:00,1440,47,808.66
17815,394,1,591.96,2,1,2,212,5,Hibernating,2010-11-11 14:39:00,2010-11-11 14:39:00,612,0,591.96
17816,37,6,96.11,4,4,1,441,9,Loyal Customers,2009-12-15 15:27:00,2011-11-03 11:34:00,80,688,16.0183333333
17817,5,6,807.85,5,4,3,543,12,Loyal Customers,2010-10-13 15:07:00,2011-12-05 14:39:00,365,418,134.641666667
17818,738,1,130.18,1,1,1,111,3,Lost,2009-12-02 11:34:00,2009-12-02 11:34:00,90,0,130.18
17819,72,12,6021.05,3,5,5,355,13,Loyal Customers,2009-12-13 15:24:00,2011-09-29 10:52:00,1610,655,501.754166667
17820,375,1,183.56,2,1,1,211,4,Hibernating,2010-11-30 17:43:00,2010-11-30 17:43:00,112,0,183.56
17821,407,1,334.62,2,1,2,212,5,Hibernating,2010-10-29 13:20:00,2010-10-29 13:20:00,162,0,334.62
17822,421,5,2179.65,1,4,4,144,9,At Risk,2010-05-28 12:15:00,2010-10-15 13:47:00,1386,140,435.93
17823,422,2,494.25,1,2,2,122,5,Lost,2010-10-14 16:14:00,2010-10-14 16:24:00,262,0,247.125
17824,52,1,298.4,4,1,2,412,7,Promising,2011-10-19 14:14:00,2011-10-19 14:14:00,408,0,298.4
17825,599,4,731.96,1,3,3,133,7,At Risk,2009-12-14 12:09:00,2010-04-20 12:01:00,540,127,182.99
17826,375,1,134.59,2,1,1,211,4,Hibernating,2010-11-30 13:23:00,2010-11-30 13:23:00,85,0,134.59
17827,6,6,2388.05,5,4,4,544,13,Champions,2010-03-28 12:20:00,2011-12-04 15:00:00,1592,616,398.008333333
17828,23,4,1165.09,4,3,3,433,10,Potential Loyalists,2011-06-08 08:31:00,2011-11-17 08:41:00,655,162,291.2725
17829,299,5,4756.74,2,4,5,245,11,At Risk,2010-02-22 15:39:00,2011-02-14 12:46:00,3009,357,951.348
17830,2,3,398.7,5,3,2,532,10,Potential Loyalists,2011-02-24 10:15:00,2011-12-08 12:28:00,92,287,132.9
17831,34,1,35.4,4,1,1,411,6,Promising,2011-11-06 15:09:00,2011-11-06 15:09:00,12,0,35.4
17832,50,1,155.37,4,1,1,411,6,Promising,2011-10-21 11:43:00,2011-10-21 11:43:00,208,0,155.37
17833,724,1,342.36,1,1,2,112,4,Lost,2009-12-16 13:40:00,2009-12-16 13:40:00,145,0,342.36
17834,415,2,730.47,1,2,3,123,6,Lost,2010-09-20 15:32:00,2010-10-21 12:09:00,687,31,365.235
17835,3,3,350.64,5,3,2,532,10,Potential Loyalists,2011-11-16 16:30:00,2011-12-07 11:48:00,348,21,116.88
17836,48,1,109.83,4,1,1,411,6,Promising,2011-10-23 16:13:00,2011-10-23 16:13:00,87,0,109.83
17837,43,8,1587.48,4,4,4,444,12,Champions,2011-06-29 16:44:00,2011-10-28 16:13:00,516,121,198.435
17838,27,13,5787.34,4,5,5,455,14,Champions,2010-03-19 09:53:00,2011-11-13 11:20:00,3599,604,445.18
17839,43,1,338.8,4,1,2,412,7,Promising,2011-10-28 17:27:00,2011-10-28 17:27:00,285,0,338.8
17840,444,1,185.72,1,1,1,111,3,Lost,2010-09-22 12:24:00,2010-09-22 12:24:00,138,0,185.72
17841,2,211,69317.21,5,5,5,555,15,Champions,2009-12-02 15:41:00,2011-12-08 12:07:00,36956,736,328.517582938
17842,603,1,430.69,1,1,2,112,4,Lost,2010-04-16 14:23:00,2010-04-16 14:23:00,89,0,430.69
17843,304,2,318.48,2,2,2,222,6,Hibernating,2010-10-24 10:56:00,2011-02-09 15:33:00,251,108,159.24
17844,107,1,51.56,3,1,1,311,5,Need Attention,2011-08-25 11:27:00,2011-08-25 11:27:00,52,0,51.56
17845,556,4,598.19,1,3,2,132,6,At Risk,2010-05-12 13:04:00,2010-06-02 15:20:00,196,21,149.5475
17847,516,2,125.74,1,2,1,121,4,Lost,2010-03-04 12:57:00,2010-07-12 10:00:00,28,130,62.87
17848,82,30,3619.75,3,5,5,355,13,Loyal Customers,2009-12-06 13:19:00,2011-09-19 16:49:00,1381,652,120.658333333
17849,219,8,1063.76,2,4,3,243,9,At Risk,2010-03-14 15:17:00,2011-05-05 13:46:00,224,417,132.97
17850,373,155,51208.87,2,5,5,255,12,At Risk,2009-12-05 12:28:00,2010-12-02 15:27:00,21052,362,330.379806452
17851,423,6,1563.34,1,4,4,144,9,At Risk,2009-12-03 17:46:00,2010-10-13 15:13:00,938,314,260.556666667
17852,12,5,663.21,5,4,3,543,12,Loyal Customers,2009-12-08 12:51:00,2011-11-28 12:36:00,376,720,132.642
17853,408,3,1608.19,2,3,4,234,9,At Risk,2009-12-03 15:09:00,2010-10-28 15:29:00,627,329,536.063333333
17854,186,6,1071.45,3,4,3,343,10,Loyal Customers,2009-12-08 11:13:00,2011-06-07 16:21:00,610,546,178.575
17855,373,1,208.97,2,1,1,211,4,Hibernating,2010-12-02 09:44:00,2010-12-02 09:44:00,197,0,208.97
17856,2,4,1418.03,5,3,4,534,12,Potential Loyalists,2011-03-03 11:40:00,2011-12-08 09:40:00,842,280,354.5075
17857,5,23,25769.54,5,5,5,555,15,Champions,2010-03-08 12:09:00,2011-12-05 13:13:00,15472,637,1120.41478261
17858,6,30,12546.4,5,5,5,555,15,Champions,2009-12-06 15:41:00,2011-12-04 11:56:00,5396,728,418.213333333
17859,305,1,148.21,2,1,1,211,4,Hibernating,2011-02-08 10:32:00,2011-02-08 10:32:00,127,0,148.21
17860,369,4,762.74,2,3,3,233,8,At Risk,2009-12-11 16:48:00,2010-12-06 12:41:00,713,360,190.685
17861,4,18,5127.69,5,5,5,555,15,Champions,2009-12-10 11:27:00,2011-12-06 16:21:00,4574,726,284.871666667
17862,324,4,1279.09,2,3,4,234,9,At Risk,2010-05-25 17:22:00,2011-01-20 12:23:00,443,240,319.7725
17863,60,12,5360.48,3,5,5,355,13,Loyal Customers,2010-02-25 12:01:00,2011-10-11 13:45:00,4676,593,446.706666667
17864,13,5,924.32,5,4,3,543,12,Loyal Customers,2010-10-08 11:49:00,2011-11-27 11:15:00,1121,415,184.864
17865,31,46,26372.29,4,5,5,455,14,Champions,2009-12-01 10:49:00,2011-11-09 12:08:00,12984,708,573.310652174
17866,143,3,1134.95,3,3,3,333,9,Promising,2009-12-14 16:01:00,2011-07-20 11:07:00,535,583,378.316666667
17867,31,14,1599.95,4,5,4,454,13,Champions,2009-12-02 13:39:00,2011-11-09 14:15:00,670,707,114.282142857
17868,387,1,234.65,2,1,1,211,4,Hibernating,2010-11-18 18:55:00,2010-11-18 18:55:00,91,0,234.65
17869,108,7,821.84,3,4,3,343,10,Loyal Customers,2010-06-10 13:47:00,2011-08-24 16:16:00,493,440,117.405714286
17870,3,13,2781.75,5,5,4,554,14,Champions,2010-11-23 11:39:00,2011-12-07 15:07:00,1749,379,213.980769231
17871,205,5,1118.99,2,4,3,243,9,At Risk,2010-01-15 14:48:00,2011-05-19 11:32:00,713,489,223.798
17872,382,1,235.87,2,1,1,211,4,Hibernating,2010-11-23 12:02:00,2010-11-23 12:02:00,176,0,235.87
17873,81,18,6171.35,3,5,5,355,13,Loyal Customers,2009-12-16 15:11:00,2011-09-20 16:41:00,4182,643,342.852777778
17874,186,6,683.46,3,4,3,343,10,Loyal Customers,2011-03-29 11:25:00,2011-06-07 12:54:00,221,70,113.91
17875,689,1,167.1,1,1,1,111,3,Lost,2010-01-20 15:30:00,2010-01-20 15:30:00,98,0,167.1
17876,400,3,3424.02,2,3,5,235,10,At Risk,2010-02-02 13:00:00,2010-11-05 10:52:00,1958,276,1141.34
17877,171,1,237.61,3,1,1,311,5,Need Attention,2011-06-22 13:00:00,2011-06-22 13:00:00,98,0,237.61
17878,44,3,1412.33,4,3,4,434,11,Potential Loyalists,2010-11-09 13:50:00,2011-10-27 11:24:00,1038,352,470.776666667
17879,174,1,178.52,3,1,1,311,5,Need Attention,2011-06-19 12:36:00,2011-06-19 12:36:00,45,0,178.52
17880,365,3,824.92,2,3,3,233,8,At Risk,2009-12-09 16:13:00,2010-12-10 10:21:00,466,366,274.973333333
17881,305,1,133.35,2,1,1,211,4,Hibernating,2011-02-08 17:16:00,2011-02-08 17:16:00,32,0,133.35
17882,380,2,313.46,2,2,2,222,6,Hibernating,2010-11-25 14:35:00,2010-11-25 14:40:00,134,0,156.73
17883,4,7,995.85,5,4,3,543,12,Loyal Customers,2010-02-25 20:07:00,2011-12-06 17:49:00,481,649,142.264285714
17884,4,20,2743.27,5,5,4,554,14,Champions,2009-12-04 16:23:00,2011-12-06 11:33:00,2851,732,137.1635
17885,13,1,190.19,5,1,1,511,7,New Customers,2011-11-27 14:40:00,2011-11-27 14:40:00,167,0,190.19
17886,32,6,1608.38,4,4,4,444,12,Champions,2010-04-29 11:10:00,2011-11-08 10:09:00,725,558,268.063333333
17887,130,1,111.35,3,1,1,311,5,Need Attention,2011-08-02 17:29:00,2011-08-02 17:29:00,30,0,111.35
17888,22,25,1820.44,4,5,4,454,13,Champions,2009-12-21 16:34:00,2011-11-18 13:45:00,1544,697,72.8176
17889,213,7,774.87,2,4,3,243,9,At Risk,2010-03-31 10:54:00,2011-05-11 16:26:00,417,406,110.695714286
17890,323,2,602.09,2,2,2,222,6,Hibernating,2010-12-13 15:12:00,2011-01-21 11:19:00,416,39,301.045
17891,163,1,203.86,3,1,1,311,5,Need Attention,2011-06-30 20:08:00,2011-06-30 20:08:00,393,0,203.86
17892,57,3,244.1,4,3,1,431,8,Potential Loyalists,2011-07-07 12:56:00,2011-10-14 16:49:00,109,99,81.3666666667
17893,226,1,112.25,2,1,1,211,4,Hibernating,2011-04-28 13:50:00,2011-04-28 13:50:00,161,0,112.25
17894,72,18,2346.19,3,5,4,354,12,Loyal Customers,2010-08-27 14:13:00,2011-09-29 09:23:00,979,398,130.343888889
17895,45,1,98,4,1,1,411,6,Promising,2011-10-26 17:00:00,2011-10-26 17:00:00,130,0,98
17896,24,1,256.32,4,1,1,411,6,Promising,2011-11-16 13:59:00,2011-11-16 13:59:00,288,0,256.32
17897,173,9,2103.53,3,5,4,354,12,Loyal Customers,2010-05-12 16:03:00,2011-06-20 11:23:00,879,404,233.725555556
17898,86,4,299.18,3,3,2,332,8,Need Attention,2010-05-21 17:22:00,2011-09-15 14:56:00,251,482,74.795
17899,160,1,155.8,3,1,1,311,5,Need Attention,2011-07-03 14:58:00,2011-07-03 14:58:00,171,0,155.8
17900,191,2,112.2,2,2,1,221,5,Hibernating,2011-06-02 14:28:00,2011-06-02 14:38:00,73,0,56.1
17901,30,3,260.08,4,3,1,431,8,Potential Loyalists,2010-07-06 10:54:00,2011-11-10 17:29:00,38,492,86.6933333333
17902,547,1,216.4,1,1,1,111,3,Lost,2010-06-11 12:25:00,2010-06-11 12:25:00,526,0,216.4
17903,395,1,381.09,2,1,2,212,5,Hibernating,2010-11-10 15:39:00,2010-11-10 15:39:00,142,0,381.09
